id,supplier_id,product_id,quantity,unit_price,total_price,status,priority,created_at,updated_at,warehouse,notes
ord_07327,sup_351,prod_3176,138,233.52,32225.76,pending,medium,2023-01-29T21:09:29Z,2023-01-29T21:09:29Z,warehouse_east,Quality inspection required
ord_07328,sup_330,prod_0165,82,37.67,2230.6,pending,low,2023-05-12T16:46:26Z,2023-05-12T16:46:26Z,,Replacement for defective batch
ord_07329,sup_377,prod_4120,136,4.45,605.2,delivered,high,2023-07-17T13:03:48Z,2023-07-27T13:03:48Z,warehouse_south,Return - damaged items
ord_07330,sup_394,prod_4797,139,216.91,30150.49,delivered,critical,2024-02-04T18:10:13Z,2024-02-17T18:10:13Z,warehouse_east,Regular monthly order
ord_07331,sup_370,prod_3322,156,27.08,4224.48,cancelled,low,2023-06-08T03:28:03Z,2023-06-09T03:28:03Z,warehouse_central,
ord_07332,sup_262,prod_0124,161,218.79,35225.19,delivered,low,2024-03-25T02:54:56Z,2024-04-05T02:54:56Z,warehouse_west,Sample evaluation
ord_07333,sup_162,prod_4753,145,173.89,25214.05,rejected,low,2024-03-04T21:58:14Z,2024-03-08T21:58:14Z,warehouse_east,Sample evaluation
ord_07334,sup_344,prod_2418,197,2887.96,568928.12,rejected,low,2024-12-09T18:55:23Z,2024-12-12T18:55:23Z,warehouse_west,
ord_07335,sup_298,prod_1650,63,2200.24,138615.12,pending,high,2023-01-31T12:15:51Z,2023-01-31T12:15:51Z,warehouse_south,New vendor trial order
ord_07336,sup_436,prod_0682,82,43.29,3549.78,delivered,medium,2024-01-19T06:04:03Z,2024-01-29T06:04:03Z,warehouse_north,Regular monthly order
ord_07337,sup_034,prod_0669,34,17.43,592.62,pending,low,2023-07-17T08:57:34Z,2023-07-17T08:57:34Z,warehouse_central,Free samples for evaluation
ord_07338,sup_027,prod_1972,172,186.81,32131.32,delivered,medium,2024-01-19T01:28:55Z,2024-01-24T01:28:55Z,warehouse_west,Replacement for defective batch
ord_07339,sup_039,prod_2974,92,34.15,3141.8,approved,medium,2023-01-27T13:39:36Z,2023-01-28T13:39:36Z,warehouse_north,Approved by regional manager
ord_07340,sup_483,prod_2279,59,215.21,12697.39,rejected,high,2024-09-08T07:59:24Z,2024-09-12T07:59:24Z,warehouse_central,
ord_07341,sup_325,prod_3815,109,268.17,29230.53,shipped,medium,2024-07-29T12:25:36Z,2024-07-31T12:25:36Z,warehouse_west,New vendor trial order
ord_07342,sup_226,prod_1151,172,37.19,6396.68,shipped,high,2023-10-05T22:19:49Z,2023-10-12T22:19:49Z,warehouse_west,Customer backorder fulfillment
ord_07343,sup_270,prod_2898,183,303.44,55529.52,delivered,medium,2024-02-11T22:20:29Z,2024-02-19T22:20:29Z,warehouse_central,New vendor trial order
ord_07344,sup_042,prod_3743,125,35.08,4385,pending,high,2024-10-01T18:51:45Z,2024-10-01T18:51:45Z,warehouse_west,Pending quality check
ord_07345,sup_256,prod_1935,129,20.52,2647.08,delivered,low,2023-02-13T01:40:15Z,2023-02-19T01:40:15Z,,Urgent restock needed
ord_07346,sup_375,prod_4066,6,129.03,774.18,approved,medium,2023-12-21T16:45:27Z,2023-12-24T16:45:27Z,warehouse_south,Customer backorder fulfillment
ord_07347,sup_258,prod_2857,47,113.63,5340.61,delivered,medium,2023-01-19T02:59:30Z,2023-01-31T02:59:30Z,warehouse_west,New vendor trial order
ord_07348,sup_078,prod_0406,133,172.49,22941.17,cancelled,medium,2024-12-31T19:53:56Z,2025-01-08T19:53:56Z,warehouse_east,
ord_07349,sup_042,prod_2886,128,13.87,1775.36,cancelled,low,2024-03-02T10:49:06Z,2024-03-08T10:49:06Z,warehouse_west,Quality inspection required
ord_07350,sup_463,prod_0778,126,1937.61,244138.86,pending,high,2023-01-14T08:26:36Z,2023-01-14T08:26:36Z,warehouse_central,Urgent restock needed
ord_07351,sup_219,prod_4996,55,653.96,35967.8,delivered,low,2024-10-21T04:18:36Z,2024-10-28T04:18:36Z,warehouse_north,Quality inspection required
ord_07352,sup_285,prod_3570,152,617.58,93872.16,pending,low,2024-11-28T00:07:04Z,2024-11-28T00:07:04Z,warehouse_south,Sample evaluation
ord_07353,sup_009,prod_2237,167,39.23,6551.41,approved,low,2024-08-20T02:22:57Z,2024-08-22T02:22:57Z,warehouse_east,Return - damaged items
ord_07354,sup_439,prod_3250,181,85.38,15453.78,approved,low,2024-01-03T14:52:37Z,2024-01-05T14:52:37Z,warehouse_central,Priority shipment requested
ord_07355,sup_077,prod_1689,78,4410.4,344011.2,approved,low,2024-12-28T19:40:47Z,2024-12-29T19:40:47Z,warehouse_south,Warehouse transfer
ord_07356,sup_072,prod_1994,26,28.56,742.56,approved,medium,2023-12-12T21:10:18Z,2023-12-13T21:10:18Z,warehouse_north,
ord_07357,sup_349,prod_4433,5,8.09,40.45,pending,medium,2024-11-27T21:30:43Z,2024-11-27T21:30:43Z,warehouse_north,Free samples for evaluation
ord_07358,sup_465,prod_4549,192,11.26,2161.92,approved,medium,2024-08-09T04:10:18Z,2024-08-10T04:10:18Z,warehouse_east,
ord_07359,sup_216,prod_4719,49,35.35,1732.15,cancelled,high,2023-04-10T12:09:17Z,2023-04-18T12:09:17Z,warehouse_central,Sample evaluation
ord_07360,sup_395,prod_2684,109,38.84,4233.56,delivered,low,2024-07-17T07:02:10Z,2024-07-27T07:02:10Z,warehouse_east,Quality inspection required
ord_07361,sup_105,prod_4015,113,4917.44,555670.72,shipped,medium,2023-11-20T16:58:23Z,2023-11-25T16:58:23Z,warehouse_west,After-hours emergency order
ord_07362,sup_110,prod_3273,35,149.26,5224.1,shipped,low,2024-01-07T19:54:18Z,2024-01-10T19:54:18Z,warehouse_east,Return - damaged items
ord_07363,sup_239,prod_2700,19,68.93,1309.67,pending,low,2024-12-14T11:26:00Z,2024-12-14T11:26:00Z,warehouse_south,New vendor trial order
ord_07364,sup_075,prod_3018,38,184.99,7029.62,rejected,low,2024-08-30T03:48:47Z,2024-09-01T03:48:47Z,warehouse_west,Urgent restock needed
ord_07365,sup_111,prod_0697,41,31.01,1271.41,approved,low,2023-07-11T08:08:56Z,2023-07-14T08:08:56Z,warehouse_south,Approved by regional manager
ord_07366,sup_164,prod_4098,143,53.59,7663.37,approved,medium,2024-05-31T15:34:51Z,2024-06-03T15:34:51Z,warehouse_east,Quality inspection required
ord_07367,sup_141,prod_3334,188,238.82,44898.16,delivered,critical,2023-09-09T05:00:05Z,2023-09-23T05:00:05Z,warehouse_south,
ord_07368,sup_237,prod_2680,39,8.28,322.92,rejected,low,2024-06-02T11:21:14Z,2024-06-03T11:21:14Z,warehouse_central,Return - damaged items
ord_07369,sup_422,prod_4976,15,33.55,503.25,delivered,medium,2023-12-06T09:09:03Z,2023-12-15T09:09:03Z,warehouse_west,Warehouse transfer
ord_07370,sup_406,prod_4163,102,72.09,7353.18,shipped,medium,2024-12-15T14:07:45Z,2024-12-17T14:07:45Z,warehouse_south,Urgent restock needed
ord_07371,sup_042,prod_2043,101,7.94,801.94,delivered,critical,2023-07-08T11:13:22Z,2023-07-17T11:13:22Z,warehouse_north,Customer backorder fulfillment
ord_07372,sup_042,prod_2811,176,0.62,109.12,shipped,medium,2023-06-17T04:35:44Z,2023-06-22T04:35:44Z,warehouse_west,Regular monthly order
ord_07373,sup_385,prod_2106,40,441.89,17675.6,pending,medium,2023-06-14T10:35:04Z,2023-06-14T10:35:04Z,warehouse_south,Seasonal stock preparation
ord_07374,sup_363,prod_3365,116,49.03,5687.48,delivered,medium,2023-01-18T16:45:33Z,2023-01-27T16:45:33Z,warehouse_central,
ord_07375,sup_066,prod_3468,177,144.68,25608.36,cancelled,critical,2023-12-14T20:41:08Z,2023-12-22T20:41:08Z,warehouse_west,
ord_07376,sup_489,prod_2232,12,13.98,167.76,cancelled,medium,2024-08-27T07:25:13Z,2024-08-31T07:25:13Z,,Warehouse transfer
ord_07377,sup_047,prod_1120,2,45.4,90.8,delivered,medium,2023-09-24T10:29:56Z,2023-10-07T10:29:56Z,warehouse_west,Sample evaluation
ord_07378,sup_146,prod_3481,26,467.79,12162.54,delivered,medium,2023-02-08T00:30:24Z,2023-02-22T00:30:24Z,warehouse_central,Customer backorder fulfillment
ord_07379,sup_429,prod_0692,124,21.85,2709.4,delivered,medium,2023-12-02T09:11:28Z,2023-12-11T09:11:28Z,warehouse_east,Seasonal stock preparation
ord_07380,sup_009,prod_1928,65,55.06,3578.9,pending,low,2023-10-15T14:49:52Z,2023-10-15T14:49:52Z,warehouse_north,Priority shipment requested
ord_07381,sup_422,prod_2446,146,197.79,28877.34,delivered,medium,2024-08-01T02:00:07Z,2024-08-07T02:00:07Z,warehouse_south,Approved by regional manager
ord_07382,sup_050,prod_0996,5,6.67,33.35,approved,low,2023-01-04T00:34:29Z,2023-01-07T00:34:29Z,warehouse_north,
ord_07383,sup_259,prod_0475,9,142.77,1284.93,approved,medium,2024-09-05T09:55:55Z,2024-09-07T09:55:55Z,warehouse_south,Warehouse transfer
ord_07384,sup_212,prod_3205,151,32.68,4934.68,delivered,medium,2023-03-02T15:21:57Z,2023-03-14T15:21:57Z,warehouse_south,Customer backorder fulfillment
ord_07385,sup_265,prod_3444,172,43.83,7538.76,delivered,medium,2024-01-11T04:56:03Z,2024-01-22T04:56:03Z,warehouse_central,Priority shipment requested
ord_07386,sup_096,prod_3262,190,45.92,8724.8,pending,low,2024-06-24T18:14:37Z,2024-06-24T18:14:37Z,warehouse_north,Priority shipment requested
ord_07387,sup_494,prod_2391,67,132.69,8890.23,delivered,high,2024-01-01T07:42:39Z,2024-01-13T07:42:39Z,warehouse_central,Hold for supplier confirmation
ord_07388,sup_433,prod_2354,19,3498.69,66475.11,shipped,medium,2024-09-09T21:09:37Z,2024-09-14T21:09:37Z,warehouse_south,After-hours emergency order
ord_07389,sup_291,prod_0289,26,28.95,752.7,approved,medium,2023-10-27T15:24:33Z,2023-10-28T15:24:33Z,warehouse_south,New vendor trial order
ord_07390,sup_174,prod_1689,173,4012.58,694176.34,delivered,low,2024-06-30T23:43:49Z,2024-07-12T23:43:49Z,warehouse_east,
ord_07391,sup_379,prod_4206,105,19.33,2029.65,delivered,low,2024-12-27T23:35:10Z,2025-01-06T23:35:10Z,warehouse_central,
ord_07392,sup_375,prod_3612,162,510.35,82676.7,approved,medium,2023-04-11T10:57:33Z,2023-04-13T10:57:33Z,warehouse_east,Free samples for evaluation
ord_07393,sup_345,prod_3857,168,265.83,44659.44,pending,high,2023-08-15T01:38:47Z,2023-08-15T01:38:47Z,warehouse_south,Regular monthly order
ord_07394,sup_238,prod_0695,158,2504.02,395635.16,delivered,low,2024-01-20T15:33:34Z,2024-01-30T15:33:34Z,warehouse_west,Return - damaged items
ord_07395,sup_302,prod_0114,11,6.1,67.1,pending,low,2023-02-20T10:07:02Z,2023-02-20T10:07:02Z,warehouse_north,Urgent restock needed
ord_07396,sup_042,prod_3615,98,9.71,951.58,pending,medium,2023-10-07T10:03:56Z,2023-10-07T10:03:56Z,warehouse_south,
ord_07397,sup_042,prod_4237,150,351.95,52792.5,approved,high,2024-01-17T12:33:14Z,2024-01-20T12:33:14Z,warehouse_north,Hold for supplier confirmation
ord_07398,sup_350,prod_3022,82,4916.35,403140.7,cancelled,low,2023-01-22T12:36:34Z,2023-01-25T12:36:34Z,warehouse_east,Quality inspection required
ord_07399,sup_447,prod_1930,8,35.93,287.44,pending,medium,2024-07-05T07:23:56Z,2024-07-05T07:23:56Z,warehouse_east,Quality inspection required
ord_07400,sup_430,prod_4388,50,1626.72,81336,pending,medium,2024-10-22T09:32:07Z,2024-10-22T09:32:07Z,warehouse_west,Approved by regional manager
ord_07401,sup_414,prod_4178,112,31.75,3556,cancelled,high,2024-01-11T16:32:33Z,2024-01-15T16:32:33Z,warehouse_west,
ord_07402,sup_418,prod_2858,50,535.42,26771,delivered,high,2023-01-02T01:37:30Z,2023-01-10T01:37:30Z,warehouse_north,Regular monthly order
ord_07403,sup_237,prod_4846,24,22.28,534.72,cancelled,high,2024-01-14T00:40:56Z,2024-01-23T00:40:56Z,,Approved by regional manager
ord_07404,sup_331,prod_4936,40,14.76,590.4,pending,medium,2023-02-21T00:55:32Z,2023-02-21T00:55:32Z,warehouse_north,Replacement for defective batch
ord_07405,sup_180,prod_4200,105,344.21,36142.05,approved,critical,2024-09-20T04:31:19Z,2024-09-22T04:31:19Z,warehouse_south,After-hours emergency order
ord_07406,sup_426,prod_4575,91,173.42,15781.22,approved,low,2024-05-21T11:36:40Z,2024-05-23T11:36:40Z,warehouse_central,
ord_07407,sup_292,prod_1273,181,13.9,2515.9,pending,high,2023-01-12T11:31:18Z,2023-01-12T11:31:18Z,warehouse_north,
ord_07408,sup_322,prod_3908,193,4.02,775.86,cancelled,high,2023-01-26T10:33:28Z,2023-01-26T10:33:28Z,warehouse_central,
ord_07409,sup_176,prod_2652,144,220.27,31718.88,rejected,high,2024-01-16T15:54:22Z,2024-01-21T15:54:22Z,warehouse_north,Customer backorder fulfillment
ord_07410,sup_005,prod_2004,146,950.4,138758.4,approved,medium,2023-08-21T02:17:27Z,2023-08-22T02:17:27Z,warehouse_central,Hold for supplier confirmation
ord_07411,sup_451,prod_3321,101,1622.37,163859.37,delivered,medium,2023-08-13T11:32:35Z,2023-08-27T11:32:35Z,warehouse_south,Free samples for evaluation
ord_07412,sup_091,prod_4443,186,69.08,12848.88,delivered,high,2024-03-03T13:08:27Z,2024-03-14T13:08:27Z,warehouse_north,Customer backorder fulfillment
ord_07413,sup_356,prod_4374,47,29.97,1408.59,rejected,medium,2023-10-30T19:12:58Z,2023-11-01T19:12:58Z,warehouse_north,Return - damaged items
ord_07414,sup_042,prod_4112,37,51.92,1921.04,delivered,high,2023-11-07T00:08:55Z,2023-11-20T00:08:55Z,warehouse_north,Seasonal stock preparation
ord_07415,sup_168,prod_2688,73,21.21,1548.33,approved,low,2023-11-28T23:44:58Z,2023-12-01T23:44:58Z,warehouse_south,
ord_07416,sup_192,prod_1808,169,9.7,1639.3,approved,low,2023-01-12T10:34:33Z,2023-01-14T10:34:33Z,warehouse_north,Urgent restock needed
ord_07417,sup_083,prod_0197,184,41.93,7715.12,rejected,high,2024-03-07T11:30:56Z,2024-03-08T11:30:56Z,warehouse_central,
ord_07418,sup_141,prod_4632,187,48.48,9065.76,approved,high,2023-09-30T02:03:21Z,2023-10-01T02:03:21Z,warehouse_east,Pending quality check
ord_07419,sup_007,prod_4404,6,39.89,239.34,rejected,high,2024-01-13T02:17:05Z,2024-01-17T02:17:05Z,warehouse_west,
ord_07420,sup_323,prod_3989,63,5.91,372.33,approved,medium,2024-01-20T14:31:19Z,2024-01-22T14:31:19Z,warehouse_east,Hold for supplier confirmation
ord_07421,sup_406,prod_1629,33,245.5,8101.5,pending,high,2023-09-19T09:54:11Z,2023-09-19T09:54:11Z,warehouse_east,"<svg onload=alert(""xss"")>"
ord_07422,sup_391,prod_0120,53,415.76,22035.28,shipped,low,2023-07-24T20:51:11Z,2023-07-28T20:51:11Z,warehouse_south,Return - damaged items
ord_07423,sup_042,prod_3705,151,107.88,16289.88,delivered,low,2023-01-21T04:15:43Z,2023-01-26T04:15:43Z,warehouse_west,
ord_07424,sup_238,prod_3538,194,10.81,2097.14,approved,medium,2024-04-24T06:29:10Z,2024-04-27T06:29:10Z,warehouse_west,Priority shipment requested
ord_07425,sup_439,prod_3762,150,13.91,2086.5,approved,critical,2023-07-22T16:25:29Z,2023-07-25T16:25:29Z,warehouse_north,Customer backorder fulfillment
ord_07426,sup_042,prod_4820,123,47.03,5784.69,cancelled,high,2023-06-14T09:44:19Z,2023-06-21T09:44:19Z,warehouse_east,Free samples for evaluation
ord_07427,sup_042,prod_4657,39,306.8,11965.2,approved,medium,2023-01-02T00:30:07Z,2023-01-03T00:30:07Z,warehouse_central,Urgent restock needed
ord_07428,sup_034,prod_0339,153,166.95,25543.35,rejected,medium,2023-02-06T13:48:00Z,2023-02-10T13:48:00Z,warehouse_central,Seasonal stock preparation
ord_07429,sup_415,prod_1397,11,5210.29,57313.19,approved,medium,2024-07-09T17:21:10Z,2024-07-12T17:21:10Z,warehouse_south,Return - damaged items
ord_07430,sup_033,prod_4295,29,5609.09,162663.61,pending,low,2023-10-07T10:58:23Z,2023-10-07T10:58:23Z,warehouse_south,New vendor trial order
ord_07431,sup_442,prod_2397,133,96.92,12890.36,delivered,medium,2024-01-11T03:24:06Z,2024-01-23T03:24:06Z,warehouse_north,Urgent restock needed
ord_07432,sup_120,prod_1866,131,31.53,4130.43,cancelled,medium,2023-01-29T16:49:45Z,2023-02-02T16:49:45Z,warehouse_south,Replacement for defective batch
ord_07433,sup_430,prod_3606,86,4553.88,391633.68,delivered,medium,2023-06-09T14:57:42Z,2023-06-19T14:57:42Z,warehouse_east,Urgent restock needed
ord_07434,sup_042,prod_3828,90,38.65,3478.5,approved,low,2024-12-17T15:23:06Z,2024-12-19T15:23:06Z,warehouse_north,
ord_07435,sup_125,prod_1772,15,1525.05,22875.75,pending,high,2023-04-23T23:04:25Z,2023-04-23T23:04:25Z,warehouse_east,Hold for supplier confirmation
ord_07436,sup_347,prod_2954,200,40.72,8144,pending,high,2023-10-18T08:52:30Z,2023-10-18T08:52:30Z,warehouse_east,After-hours emergency order
ord_07437,sup_168,prod_3353,41,9.38,384.58,delivered,low,2024-02-12T18:33:24Z,2024-02-25T18:33:24Z,warehouse_west,Sample evaluation
ord_07438,sup_154,prod_4157,52,28.52,1483.04,pending,medium,2024-02-02T10:49:52Z,2024-02-02T10:49:52Z,warehouse_west,Quality inspection required
ord_07439,sup_254,prod_0116,92,20,1840,approved,medium,2024-12-30T11:56:07Z,2025-01-02T11:56:07Z,warehouse_central,Approved by regional manager
ord_07440,sup_248,prod_4241,73,55.44,4047.12,pending,medium,2024-10-10T18:29:49Z,2024-10-10T18:29:49Z,warehouse_west,Quality inspection required
ord_07441,sup_042,prod_0608,135,26.33,3554.55,shipped,medium,2023-08-24T09:08:56Z,2023-08-27T09:08:56Z,warehouse_west,Warehouse transfer
ord_07442,sup_380,prod_4247,172,537.49,92448.28,delivered,medium,2024-09-15T18:17:31Z,2024-09-27T18:17:31Z,warehouse_central,
ord_07443,sup_463,prod_2292,104,144.22,14998.88,approved,medium,2023-01-04T10:56:31Z,2023-01-06T10:56:31Z,warehouse_east,New vendor trial order
ord_07444,sup_307,prod_0796,6,6.78,40.68,cancelled,medium,2024-05-07T06:25:56Z,2024-05-13T06:25:56Z,warehouse_east,Pending quality check
ord_07445,sup_431,prod_2450,31,27.6,855.6,delivered,medium,2023-01-24T03:32:16Z,2023-02-04T03:32:16Z,warehouse_east,New vendor trial order
ord_07446,sup_148,prod_1424,95,39.66,3767.7,approved,low,2024-05-07T08:22:56Z,2024-05-08T08:22:56Z,warehouse_north,Warehouse transfer
ord_07447,sup_320,prod_3113,2,165.18,330.36,approved,medium,2023-04-16T04:15:57Z,2023-03-20T04:15:57Z,warehouse_south,Return - damaged items
ord_07448,sup_441,prod_0628,86,24.95,2145.7,approved,low,2023-04-07T13:24:09Z,2023-04-09T13:24:09Z,warehouse_north,Approved by regional manager
ord_07449,sup_128,prod_4614,46,165.71,7622.66,shipped,medium,2024-01-25T03:03:41Z,2024-01-28T03:03:41Z,warehouse_east,Hold for supplier confirmation
ord_07450,sup_093,prod_2401,-37,23.85,882.45,delivered,high,2023-11-11T23:28:16Z,2023-11-19T23:28:16Z,warehouse_south,Hold for supplier confirmation
ord_07451,sup_331,prod_2022,52,4.07,211.64,rejected,high,2024-10-11T06:20:29Z,2024-10-14T06:20:29Z,warehouse_central,Replacement for defective batch
ord_07452,sup_193,prod_2406,107,46.84,5011.88,approved,medium,2023-01-11T13:59:38Z,2023-01-14T13:59:38Z,warehouse_central,Sample evaluation
ord_07453,sup_253,prod_0430,67,194.89,13057.63,delivered,medium,2024-03-21T20:22:57Z,2024-04-01T20:22:57Z,warehouse_north,Approved by regional manager
ord_07454,sup_231,prod_4526,69,17.58,1213.02,rejected,high,2024-08-10T12:01:06Z,2024-08-12T12:01:06Z,warehouse_south,
ord_07455,sup_454,prod_2715,42,21.52,903.84,cancelled,low,2024-11-13T02:53:57Z,2024-11-16T02:53:57Z,warehouse_north,Priority shipment requested
ord_07456,sup_235,prod_0285,11,47.74,525.14,cancelled,medium,2024-12-04T06:32:58Z,2024-12-08T06:32:58Z,,Regular monthly order
ord_07457,sup_451,prod_2533,122,231.62,28257.64,approved,high,2023-12-05T17:43:28Z,2023-12-08T17:43:28Z,warehouse_south,Regular monthly order
ord_07458,sup_267,prod_3777,183,347.37,63568.71,rejected,low,2023-07-18T07:15:22Z,2023-07-23T07:15:22Z,warehouse_north,
ord_07459,sup_042,prod_0889,100,141.22,14122,pending,low,2024-05-05T20:40:13Z,2024-05-05T20:40:13Z,warehouse_central,Seasonal stock preparation
ord_07460,sup_414,prod_1492,93,89.69,8341.17,approved,medium,2023-01-17T09:21:02Z,2022-12-31T09:21:02Z,warehouse_east,Replacement for defective batch
ord_07461,sup_055,prod_1163,95,36.52,3469.4,pending,critical,2023-12-17T16:00:18Z,2023-12-17T16:00:18Z,warehouse_central,Approved by regional manager
ord_07462,sup_151,prod_0285,90,57.46,5171.4,delivered,low,2023-06-19T02:44:12Z,2023-06-24T02:44:12Z,warehouse_east,Quality inspection required
ord_07463,sup_316,prod_4433,26,42.29,1099.54,rejected,medium,2023-03-02T08:11:10Z,2023-03-05T08:11:10Z,warehouse_south,Urgent restock needed
ord_07464,sup_199,prod_4817,48,7.55,362.4,delivered,low,2024-11-03T16:07:56Z,2024-11-16T16:07:56Z,warehouse_east,Regular monthly order
ord_07465,sup_300,prod_3570,34,397.64,8563.56,approved,medium,2023-01-15T16:40:54Z,2023-01-16T16:40:54Z,warehouse_central,Approved by regional manager
ord_07466,sup_042,prod_3164,72,4245.46,305673.12,cancelled,low,2024-09-15T14:02:28Z,2024-09-16T14:02:28Z,warehouse_central,Regular monthly order
ord_07467,sup_368,prod_1002,105,12.22,1283.1,delivered,low,2023-08-21T11:09:53Z,2023-09-04T11:09:53Z,warehouse_west,
ord_07468,sup_084,prod_4897,90,46.37,4173.3,pending,medium,2023-01-16T16:37:39Z,2023-01-16T16:37:39Z,warehouse_north,Urgent restock needed
ord_07469,sup_042,prod_2132,116,143.47,16642.52,pending,low,2024-09-16T04:56:55Z,2024-09-16T04:56:55Z,warehouse_south,Priority shipment requested
ord_07470,sup_079,prod_1445,69,4760.9,328502.1,delivered,high,2024-08-23T04:03:56Z,2024-09-01T04:03:56Z,warehouse_east,
ord_07471,sup_042,prod_0647,185,42.48,7858.8,shipped,low,2024-02-01T19:29:17Z,2024-02-05T19:29:17Z,warehouse_central,Hold for supplier confirmation
ord_07472,sup_100,prod_2890,65,539.35,35057.75,delivered,low,2024-08-08T13:09:36Z,2024-08-21T13:09:36Z,warehouse_south,Replacement for defective batch
ord_07473,sup_429,prod_1268,179,37.71,6750.09,pending,medium,2023-10-16T12:45:34Z,2023-10-16T12:45:34Z,warehouse_central,Sample evaluation
ord_07474,sup_356,prod_4140,151,4359.84,658335.84,approved,low,2024-12-15T09:33:19Z,2024-12-16T09:33:19Z,warehouse_north,Warehouse transfer
ord_07475,sup_406,prod_1578,89,19.27,1715.03,pending,high,2024-12-19T14:40:36Z,2024-12-19T14:40:36Z,warehouse_south,Sample evaluation
ord_07476,sup_345,prod_2130,174,37,6438,approved,low,2023-07-01T11:18:20Z,2023-07-02T11:18:20Z,warehouse_north,Warehouse transfer
ord_07477,sup_162,prod_1376,104,12.76,1327.04,delivered,low,2024-03-17T13:18:48Z,2024-03-23T13:18:48Z,warehouse_west,Urgent restock needed
ord_07478,sup_042,prod_4837,130,16.36,2126.8,rejected,medium,2023-04-11T22:54:08Z,2023-04-12T22:54:08Z,warehouse_north,Sample evaluation
ord_07479,sup_152,prod_2286,3,6.17,18.51,approved,low,2023-01-15T11:30:55Z,2023-01-16T11:30:55Z,warehouse_east,Regular monthly order
ord_07480,sup_141,prod_1639,145,40.15,5821.75,cancelled,medium,2024-03-14T23:46:00Z,2024-03-20T23:46:00Z,warehouse_east,After-hours emergency order
ord_07481,sup_033,prod_4674,118,291.58,34406.44,delivered,medium,2023-09-03T09:38:36Z,2023-09-17T09:38:36Z,warehouse_north,Replacement for defective batch
ord_07482,sup_212,prod_2295,112,202.01,22625.12,delivered,low,2023-06-08T02:15:12Z,2023-06-17T02:15:12Z,warehouse_east,Hold for supplier confirmation
ord_07483,sup_042,prod_2263,73,2865.76,209200.48,delivered,low,2024-04-09T06:59:05Z,2024-04-21T06:59:05Z,warehouse_west,Regular monthly order
ord_07484,sup_129,prod_0995,35,291.41,10199.35,pending,high,2023-12-01T02:59:56Z,2023-12-01T02:59:56Z,warehouse_central,Approved by regional manager
ord_07485,sup_285,prod_0669,190,13.16,2500.4,delivered,critical,2024-11-03T10:51:26Z,2024-11-12T10:51:26Z,warehouse_central,Priority shipment requested
ord_07486,sup_341,prod_3491,143,374.43,53543.49,rejected,critical,2024-01-10T20:32:35Z,2024-01-15T20:32:35Z,warehouse_south,Pending quality check
ord_07487,sup_013,prod_0207,48,101.23,4859.04,cancelled,low,2024-12-03T23:19:27Z,2024-12-04T23:19:27Z,warehouse_west,"<svg onload=alert(""xss"")>"
ord_07488,sup_396,prod_4107,114,27.58,3144.12,pending,high,2023-10-27T03:28:26Z,2023-10-27T03:28:26Z,warehouse_west,Customer backorder fulfillment
ord_07489,sup_360,prod_2948,72,198.95,14324.4,delivered,medium,2023-03-05T05:30:32Z,2023-03-10T05:30:32Z,warehouse_north,
ord_07490,sup_372,prod_3276,181,40.48,7326.88,delivered,low,2024-08-21T21:15:06Z,2024-08-28T21:15:06Z,warehouse_south,Return - damaged items
ord_07491,sup_042,prod_2833,179,164.43,29432.97,approved,high,2024-07-31T14:58:54Z,2024-08-03T14:58:54Z,warehouse_west,
ord_07492,sup_415,prod_2502,5,14.26,71.3,delivered,medium,2024-06-07T02:49:24Z,2024-06-18T02:49:24Z,warehouse_south,Replacement for defective batch
ord_07493,sup_480,prod_0915,162,50.57,8192.34,approved,medium,2024-02-24T09:46:29Z,2024-02-25T09:46:29Z,,Customer backorder fulfillment
ord_07494,sup_268,prod_4642,27,27.38,739.26,approved,medium,2023-06-23T23:19:00Z,2023-06-26T23:19:00Z,warehouse_south,
ord_07495,sup_359,prod_4201,1,40.76,40.76,pending,low,2023-12-03T21:33:33Z,2023-12-03T21:33:33Z,warehouse_east,
ord_07496,sup_179,prod_4097,185,2053.2,379842,delivered,medium,2024-02-07T23:57:19Z,2024-02-19T23:57:19Z,warehouse_north,Hold for supplier confirmation
ord_07497,sup_205,prod_0407,2,13.39,26.78,pending,medium,2024-01-10T13:29:28Z,2024-01-10T13:29:28Z,warehouse_south,Pending quality check
ord_07498,sup_014,prod_4403,29,45.9,1331.1,cancelled,medium,2023-01-25T04:01:30Z,2023-02-01T04:01:30Z,warehouse_south,After-hours emergency order
ord_07499,sup_481,prod_3241,91,103.99,9463.09,cancelled,critical,2023-02-22T08:21:50Z,2023-02-27T08:21:50Z,warehouse_west,Urgent restock needed
ord_07500,sup_205,prod_4582,98,502.69,49263.62,approved,medium,2023-08-17T08:58:38Z,2023-08-20T08:58:38Z,warehouse_south,Replacement for defective batch
ord_07501,sup_449,prod_4079,135,463.51,62573.85,shipped,medium,2024-03-17T06:19:59Z,2024-03-20T06:19:59Z,warehouse_south,Warehouse transfer
ord_07502,sup_231,prod_4686,51,105.95,5403.45,approved,high,2024-07-11T18:10:55Z,2024-07-13T18:10:55Z,warehouse_west,
ord_07503,sup_347,prod_1087,24,35.3,847.2,delivered,medium,2024-07-14T08:07:39Z,2024-07-28T08:07:39Z,warehouse_east,Approved by regional manager
